target,source,right,pat,wt,dof,chisq,p,f4rank,GermanShepherdDog,Dingo_Ancient_Curracurrang,Dingo_Ancient_Nullarbor,feasible,best,dofdiff,chisqdiff,p_nested,weight_GermanShepherdDog,weight_Dingo_Ancient_Curracurrang,weight_Dingo_Ancient_Nullarbor,se_GermanShepherdDog,se_Dingo_Ancient_Curracurrang,se_Dingo_Ancient_Nullarbor,z_GermanShepherdDog,z_Dingo_Ancient_Curracurrang,z_Dingo_Ancient_Nullarbor,num_sources,num_right,all_above_3,rank
ACD_cd228,GermanShepherdDog,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang|Dingo_Ancient_Nullarbor,0,0,6,7.65784520753723,0.264257129752367,0,1,NA,NA,TRUE,NA,NA,NA,NA,1,NA,NA,1.13739604880513e-13,NA,NA,8792012255102.63,NA,NA,1,7,TRUE,1
ACD_cd229,GermanShepherdDog,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang|Dingo_Ancient_Nullarbor,0,0,6,10.602371819278,0.101470868233585,0,1,NA,NA,TRUE,NA,NA,NA,NA,1,NA,NA,1.13739604880513e-13,NA,NA,8792012255102.63,NA,NA,1,7,TRUE,1
ASTCD_cd218,GermanShepherdDog,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang|Dingo_Ancient_Nullarbor,0,0,6,12.615756915275,0.0495601613023011,0,1,NA,NA,TRUE,NA,NA,NA,NA,1,NA,NA,1.13739604880513e-13,NA,NA,8792012255102.63,NA,NA,1,7,TRUE,1
ASTCD_cd219,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.8728748687189,0.759125987801996,1,0.96366529352846,NA,0.0363347064715401,TRUE,NA,NA,NA,NA,0.96366529352846,NA,0.0363347064715401,0.0124222992542485,NA,0.0124222992542485,77.5754370269964,NA,2.9249582326004,2,6,TRUE,1
BELS_22731,GermanShepherdDog,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang|Dingo_Ancient_Nullarbor,0,0,6,12.8007182289233,0.046311998088757,0,1,NA,NA,TRUE,NA,NA,NA,NA,1,NA,NA,1.13739604880513e-13,NA,NA,8792012255102.63,NA,NA,1,7,TRUE,1
BELS_22733,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,2.60736867684846,0.62551835131715,1,0.958653461346594,NA,0.041346538653406,TRUE,NA,NA,NA,NA,0.958653461346594,NA,0.041346538653406,0.0118150865801677,NA,0.0118150865801676,81.1380817941489,NA,3.4994697984532,2,6,TRUE,1
BELS_23569,GermanShepherdDog,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang|Dingo_Ancient_Nullarbor,0,0,6,13.3670987211014,0.0375629662054085,0,1,NA,NA,TRUE,NA,NA,NA,NA,1,NA,NA,1.13739604880513e-13,NA,NA,8792012255102.63,NA,NA,1,7,TRUE,1
BELS_30646,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,4.07912684669951,0.39540309965586,1,0.938646821924699,NA,0.0613531780753009,TRUE,NA,NA,NA,NA,0.938646821924699,NA,0.0613531780753009,0.0121689270651017,NA,0.0121689270651017,77.1347232917989,NA,5.04179027017517,2,6,TRUE,1
BELS_31147,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,3.07443154232375,0.545447650482394,1,0.958825826700245,NA,0.0411741732997554,TRUE,NA,NA,NA,NA,0.958825826700245,NA,0.0411741732997554,0.0118504138171523,NA,0.0118504138171522,80.910746366717,NA,3.47449244685111,2,6,TRUE,1
BELS_34156,GermanShepherdDog,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang|Dingo_Ancient_Nullarbor,0,0,6,9.68448804920861,0.138583247621922,0,1,NA,NA,TRUE,NA,NA,NA,NA,1,NA,NA,1.13739604880513e-13,NA,NA,8792012255102.63,NA,NA,1,7,TRUE,1
BELS_34157,GermanShepherdDog,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang|Dingo_Ancient_Nullarbor,0,0,6,16.6582593307871,0.0106247514179609,0,1,NA,NA,TRUE,NA,NA,NA,NA,1,NA,NA,1.13739604880513e-13,NA,NA,8792012255102.63,NA,NA,1,7,TRUE,1
BELS_34163,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,6.03744099233396,0.196369551390321,1,0.953994252779085,NA,0.0460057472209151,TRUE,NA,NA,NA,NA,0.953994252779085,NA,0.0460057472209151,0.012309779218183,NA,0.0123097792181829,77.4988922116431,NA,3.73733325395143,2,6,TRUE,1
BELS_34287,GermanShepherdDog,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang|Dingo_Ancient_Nullarbor,0,0,6,15.8588791944037,0.0145317998890508,0,1,NA,NA,TRUE,NA,NA,NA,NA,1,NA,NA,1.13739604880513e-13,NA,NA,8792012255102.63,NA,NA,1,7,TRUE,1
BELS_34288,GermanShepherdDog,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang|Dingo_Ancient_Nullarbor,0,0,6,14.9951295811848,0.0202946297945601,0,1,NA,NA,TRUE,NA,NA,NA,NA,1,NA,NA,1.13739604880513e-13,NA,NA,8792012255102.63,NA,NA,1,7,TRUE,1
BELS_34517,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,6.00291148977088,0.19893094714386,1,0.966028713425452,0.0339712865745479,NA,TRUE,NA,NA,NA,NA,0.966028713425452,0.0339712865745479,NA,0.00994587563203306,0.00994587563203304,NA,97.1285736083535,3.41561546025524,NA,2,6,TRUE,1
BELS_34569,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,5.66274654572181,0.225789986040564,1,0.960028165120954,NA,0.0399718348790458,TRUE,NA,NA,NA,NA,0.960028165120954,NA,0.0399718348790458,0.0118260392061232,NA,0.0118260392061231,81.1791799763256,NA,3.37998497910864,2,6,TRUE,1
BELS_34573,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,7.93401217440537,0.0940255405584758,1,0.953432327112848,NA,0.046567672887152,TRUE,NA,NA,NA,NA,0.953432327112848,NA,0.046567672887152,0.0121275950038042,NA,0.0121275950038043,78.6167683546302,NA,3.83981101550178,2,6,TRUE,1
BELS_34638,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,2.46332396593434,0.651215025346335,1,0.95388942961717,NA,0.0461105703828295,TRUE,NA,NA,NA,NA,0.95388942961717,NA,0.0461105703828295,0.0116548189738604,NA,0.0116548189738604,81.8450661272877,NA,3.95635234543298,2,6,TRUE,1
BIGDESERT_cd073,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,2.39958248900844,0.66270271865549,1,0.134502177912143,NA,0.865497822087857,TRUE,NA,NA,NA,NA,0.134502177912143,NA,0.865497822087857,0.0148449466199447,NA,0.0148449466199446,9.06046894984686,NA,58.3025216759645,2,6,TRUE,1
BIGDESERT_cd075,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.36675365148625,0.849952312185659,1,0.131538874375783,NA,0.868461125624217,TRUE,NA,NA,NA,NA,0.131538874375783,NA,0.868461125624217,0.0147064272169089,NA,0.0147064272169089,8.94431206408474,NA,59.0531685782726,2,6,TRUE,1
BIGDESERT_cd111,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,3.33618475041106,0.503219599636622,1,0.124967082721539,NA,0.875032917278461,TRUE,NA,NA,NA,NA,0.124967082721539,NA,0.875032917278461,0.0144569515839445,NA,0.0144569515839446,8.64408253675857,NA,60.5267930931059,2,6,TRUE,1
BIGDESERT_cd112,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.25159706965013,0.869532616852495,1,0.120223695311698,NA,0.879776304688302,TRUE,NA,NA,NA,NA,0.120223695311698,NA,0.879776304688302,0.0146563124792516,NA,0.0146563124792516,8.20286108677706,NA,60.0271252358849,2,6,TRUE,1
BIGDESERT_cd113,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.68468524547051,0.79349765334199,1,0.127227278537234,NA,0.872772721462766,TRUE,NA,NA,NA,NA,0.127227278537234,NA,0.872772721462766,0.0152873837166776,NA,0.0152873837166776,8.32237097564558,NA,57.0910456385435,2,6,TRUE,1
BIGDESERT_cd114,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.85820680456645,0.76181764290422,1,0.125540942249412,NA,0.874459057750588,TRUE,NA,NA,NA,NA,0.125540942249412,NA,0.874459057750588,0.0141973003509526,NA,0.0141973003509527,8.84259254548971,NA,61.5933336714898,2,6,TRUE,1
BIGDESERT_cd115,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,3.21190284852245,0.523010579991038,1,0.115625231619935,NA,0.884374768380065,TRUE,NA,NA,NA,NA,0.115625231619935,NA,0.884374768380065,0.0143958950336098,NA,0.0143958950336098,8.03181958120612,NA,61.4324268352423,2,6,TRUE,1
BIGDESERT_cd271,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.27264998829842,0.865998481386208,1,0.134336381851137,NA,0.865663618148863,TRUE,NA,NA,NA,NA,0.134336381851137,NA,0.865663618148863,0.0151438854431669,NA,0.015143885443167,8.87066812247652,NA,57.1625836313664,2,6,TRUE,1
BIGDESERT_cd272,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,3.55249196095052,0.469941842133944,1,0.125138430898935,NA,0.874861569101065,TRUE,NA,NA,NA,NA,0.125138430898935,NA,0.874861569101065,0.0144963627819916,NA,0.0144963627819916,8.63240198806223,NA,60.3504190849776,2,6,TRUE,1
BIGDESERT_cd273,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.01633390148737,0.907309205115969,1,0.134685096566835,NA,0.865314903433166,TRUE,NA,NA,NA,NA,0.134685096566835,NA,0.865314903433166,0.0140146259967688,NA,0.0140146259967687,9.61032399993318,NA,61.7437028738888,2,6,TRUE,1
BIGDESERT_cd274,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,4.69180843214125,0.320405710691865,1,0.169404999597492,NA,0.830595000402508,TRUE,NA,NA,NA,NA,0.169404999597492,NA,0.830595000402508,0.0152399163830871,NA,0.0152399163830871,11.1158746110637,NA,54.5012833091581,2,6,TRUE,1
BIGDESERT_cd276,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,2.29702228159226,0.681311248362125,1,0.12007019517128,NA,0.87992980482872,TRUE,NA,NA,NA,NA,0.12007019517128,NA,0.87992980482872,0.0146063351898014,NA,0.0146063351898014,8.22041899018702,NA,60.2430242353411,2,6,TRUE,1
BIGDESERT_cd278,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.42712612522073,0.839466928465326,1,0.120891441991056,NA,0.879108558008944,TRUE,NA,NA,NA,NA,0.120891441991056,NA,0.879108558008944,0.0149938562030906,NA,0.0149938562030905,8.06273185187263,NA,58.6312517674901,2,6,TRUE,1
BIGDESERT_cd279,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,2.12394160404278,0.71297524650464,1,0.135912343805537,NA,0.864087656194463,TRUE,NA,NA,NA,NA,0.135912343805537,NA,0.864087656194463,0.0145017728226455,NA,0.0145017728226454,9.37211922071352,NA,59.5849670769313,2,6,TRUE,1
BIGDESERT_cd280,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,6.89785068060045,0.141385826162294,1,0.139122283745803,NA,0.860877716254197,TRUE,NA,NA,NA,NA,0.139122283745803,NA,0.860877716254197,0.0144477072807739,NA,0.0144477072807738,9.62936755584315,NA,59.5857667603639,2,6,TRUE,1
BIGDESERT_cd282,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.91457914637646,0.751466289948572,1,0.133749528678673,NA,0.866250471321327,TRUE,NA,NA,NA,NA,0.133749528678673,NA,0.866250471321327,0.0147842350412622,NA,0.0147842350412621,9.04676693149048,NA,58.5928503506379,2,6,TRUE,1
BIGDESERT_cd283,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,0.864598956649049,0.929583819654633,1,0.120089250347851,NA,0.879910749652149,TRUE,NA,NA,NA,NA,0.120089250347851,NA,0.879910749652149,0.0141906237611611,NA,0.0141906237611612,8.46257728828861,NA,62.006488542132,2,6,TRUE,1
BIGDESERT_cd316,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,2.46329228433983,0.651220718661375,1,0.122593044630465,NA,0.877406955369535,TRUE,NA,NA,NA,NA,0.122593044630465,NA,0.877406955369535,0.0143012140773676,NA,0.0143012140773675,8.57221239869943,NA,61.3519209364246,2,6,TRUE,1
BIGDESERT_cd339,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.65027160900804,0.799729761255763,1,0.155375365396548,NA,0.844624634603452,TRUE,NA,NA,NA,NA,0.155375365396548,NA,0.844624634603452,0.0148488999462466,NA,0.0148488999462467,10.4637627002007,NA,56.8812934063137,2,6,TRUE,1
BIGDESERT_cd628,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,0.660844902616469,0.956068298108443,1,0.120747076044926,NA,0.879252923955074,TRUE,NA,NA,NA,NA,0.120747076044926,NA,0.879252923955074,0.0141647978680419,NA,0.0141647978680419,8.52444751911015,NA,62.0731006644869,2,6,TRUE,1
BIGDESERT_cd641,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.57378311617024,0.813496212998628,1,0.118383345856756,NA,0.881616654143244,TRUE,NA,NA,NA,NA,0.118383345856756,NA,0.881616654143244,0.01475407280692,NA,0.0147540728069199,8.0237740050484,NA,59.7541211623784,2,6,TRUE,1
BIGDESERT_cd642,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.67216218776113,0.795767967396352,1,0.12890314325498,NA,0.87109685674502,TRUE,NA,NA,NA,NA,0.12890314325498,NA,0.87109685674502,0.0147393287552679,NA,0.014739328755268,8.74552331353009,NA,59.1001714670135,2,6,TRUE,1
BORD_13171,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,0.336355360796957,0.98734803373944,1,0.951406934424531,0.0485930655754691,NA,TRUE,NA,NA,NA,NA,0.951406934424531,0.0485930655754691,NA,0.00935434549202755,0.0093543454920275,NA,101.707482927094,5.19470502953776,NA,2,6,TRUE,1
BORD_30346,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,1.3815802974611,0.847390047648126,1,0.949712592015829,0.0502874079841711,NA,TRUE,NA,NA,NA,NA,0.949712592015829,0.0502874079841711,NA,0.00937877356586597,0.00937877356586607,NA,101.26191717351,5.36183197419239,NA,2,6,TRUE,1
BORD_30347,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,3.12887116201204,0.536495463333828,1,0.949894312545351,0.050105687454649,NA,TRUE,NA,NA,NA,NA,0.949894312545351,0.050105687454649,NA,0.00891226261374018,0.00891226261374007,NA,106.582845873604,5.62210626260057,NA,2,6,TRUE,1
BORD_30364,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,0.683374121695606,0.95336329297841,1,0.947841550532696,0.0521584494673037,NA,TRUE,NA,NA,NA,NA,0.947841550532696,0.0521584494673037,NA,0.00933951975713047,0.00933951975713033,NA,101.487182979515,5.58470358473014,NA,2,6,TRUE,1
BORD_30365,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,2.04688684610892,0.727135309757574,1,0.942913927329052,NA,0.0570860726709484,TRUE,NA,NA,NA,NA,0.942913927329052,NA,0.0570860726709484,0.012675818617548,NA,0.0126758186175481,74.386827058547,NA,4.50354130122373,2,6,TRUE,1
BORD_30366,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.53726026381333,0.820021416205997,1,0.929636520487088,NA,0.0703634795129122,TRUE,NA,NA,NA,NA,0.929636520487088,NA,0.0703634795129122,0.0118533151153176,NA,0.0118533151153176,78.428398422122,NA,5.93618568546991,2,6,TRUE,1
BORD_33883,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,4.06054742024869,0.397873659987653,1,0.954945664452115,0.0450543355478852,NA,TRUE,NA,NA,NA,NA,0.954945664452115,0.0450543355478852,NA,0.00925571352513102,0.00925571352513104,NA,103.173641001232,4.86773228509655,NA,2,6,TRUE,1
BORD_33884,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.54180966157469,0.819210497058303,1,0.940246843019032,NA,0.0597531569809683,TRUE,NA,NA,NA,NA,0.940246843019032,NA,0.0597531569809683,0.012021826032179,NA,0.012021826032179,78.2116494201679,NA,4.97038942511947,2,6,TRUE,1
BORD_33885,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,1.80791794965222,0.771033400362266,1,0.942656394109216,NA,0.0573436058907836,TRUE,NA,NA,NA,NA,0.942656394109216,NA,0.0573436058907836,0.0122401863698772,NA,0.0122401863698772,77.0132386569762,NA,4.68486378866785,2,6,TRUE,1
BORD_33888,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,2.41057978936405,0.66071617217335,1,0.947269138575156,0.0527308614248444,NA,TRUE,NA,NA,NA,NA,0.947269138575156,0.0527308614248444,NA,0.00914775048162965,0.00914775048162969,NA,103.55214000179,5.76435283523937,NA,2,6,TRUE,1
BORD_33890,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,0.412676972943162,0.981425905862812,1,0.944935258525863,0.0550647414741371,NA,TRUE,NA,NA,NA,NA,0.944935258525863,0.0550647414741371,NA,0.00886496220082402,0.00886496220082397,NA,106.592136223438,6.21150324465219,NA,2,6,TRUE,1
BORD_33892,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,1.47459688948354,0.831131581056128,1,0.951143972890916,0.048856027109084,NA,TRUE,NA,NA,NA,NA,0.951143972890916,0.048856027109084,NA,0.00879054559879392,0.00879054559879386,NA,108.200789382335,5.55779235316037,NA,2,6,TRUE,1
BORD_33893,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,4.07632899821311,0.395774391217292,1,0.941575982571276,0.0584240174287241,NA,TRUE,NA,NA,NA,NA,0.941575982571276,0.0584240174287241,NA,0.0092346373455401,0.00923463734554016,NA,101.961338311354,6.32661741253324,NA,2,6,TRUE,1
BORD_33894,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,4.7998896731527,0.308453051728178,1,0.939020856019197,NA,0.0609791439808026,TRUE,NA,NA,NA,NA,0.939020856019197,NA,0.0609791439808026,0.0118535271372905,NA,0.0118535271372904,79.2186869902287,NA,5.14438810275857,2,6,TRUE,1
BORD_33895,GermanShepherdDog|Dingo_Ancient_Curracurrang,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Nullarbor,0,0,4,0.50860889222597,0.972657509241194,1,0.945163604684179,0.0548363953158208,NA,TRUE,NA,NA,NA,NA,0.945163604684179,0.0548363953158208,NA,0.00939992046852348,0.00939992046852352,NA,100.55017038167,5.83370843396446,NA,2,6,TRUE,1
BORD_33896,GermanShepherdDog|Dingo_Ancient_Nullarbor,CoyoteCalifornia|Zhokhov9500BP.CGG6|Germany_7k|Ireland_Neolithic.Newgrange|Russia_Baikal_7k|Dingo_Ancient_Curracurrang,0,0,4,0.17804900402596,0.996264834387737,1,0.928559924460292,NA,0.0714400755397079,TRUE,NA,NA,NA,NA,0.928559924460292,NA,0.0714400755397079,0.0120829440456706,NA,0.0120829440456707,76.8488144073627,NA,5.91247259522856,2,6,TRUE,1
