,Weight
119,1.349198445168064
120,1.403262945064081
121,1.3344355298656208
122,1.392579954147729
123,0.9409858344973957
124,1.5832515175604145
125,0.978328226199051
126,0.682518876272194
127,2.8368935732401326
128,0.61426901176693
129,2.2139710901029837
130,4.01045782724101
131,2.9321504190415877
132,4.0860227619980005
133,4.3003539852398935
134,4.1080608556424005
135,3.6940078538961787
136,4.662046931188066
137,3.994467840760286
138,4.5613408033603084
139,5.5744391983809
140,5.038290007323003
141,5.234076632486461
142,6.428444830467628
143,5.939756763797063
144,6.591635932623416
145,6.513135644427317
146,6.976947038757057
147,7.557973794474512
148,7.1663528535367975
149,7.070671238979982
150,7.103608368407363
151,7.966437573399671
152,7.916030161851487
153,0.9368710463497025
154,1.5474677810666755
155,1.1017396443115783
156,0.8556302473410333
157,0.9369667349211134
158,0.18172649447443567
159,0.3705086353588438
160,4.418949830147138
161,0.2918287654763189
162,2.6297324954352397
163,1.2020606222068178
164,2.012683010138693
165,3.3878323106221107
166,2.878482107191654
167,3.9393442226130624
168,4.365594015976685
169,4.234288370094302
170,0.09170899446387047
171,5.206458609081392
172,0.12371598227708645
173,3.794838399036585
174,6.53250989243828
175,4.5903061372638865
176,6.143778257582711
177,8.016243874899354
178,7.073407421871968
179,7.645964142753848
180,8.339051251544888
181,8.67028020884244
182,8.818349031793081
183,8.03415720409681
184,8.288634846933016
185,7.7558388345919616
186,7.547831836033777
187,8.056633164984863
188,0.9732349114333017
189,1.7895891493711866
190,0.14280629994371122
191,1.2666257671736765
192,0.9081515959499286
193,0.0917172487815778
194,0.12843990063887983
195,0.06849634806527889
196,0.8572021460920053
197,0.13284378185971604
198,1.070129073267066
199,2.448353836678179
200,2.610225555639731
201,0.19988154191121482
202,0.06346116324043406
203,0.1897338127541384
204,0.4301859612584225
205,0.2089924959024592
206,0.45172538464049106
207,0.6183777310602081
208,5.195241961549099
209,3.619943828089158
210,5.034616105546128
211,7.485864865624305
212,6.620819674174121
213,7.220264437598952
214,8.521947491701471
215,8.201085600543808
216,7.969220434757845
217,7.9309937769422705
218,8.279385169653597
219,6.909738661680242
220,7.338058805659058
221,6.020542642560034
222,6.208101851408206
223,5.626938731544419
224,7.736455140584559
225,1.2180483791124557
226,2.090178235628423
227,2.287985894263109
228,0.3595313030498372
229,1.7133987833310789
230,1.8532214219411431
231,0.15833955378117334
232,1.0912633439828452
233,0.41047510051076286
234,0.20191566269936
235,3.598774764172378
236,0.10533052640823692
237,2.3648587473626463
238,0.07597002737389046
239,0.8538520320093722
240,3.354169729349092
241,1.8094407140259454
242,3.7331493421576547
243,4.962077332670986
244,4.336801426984555
245,5.197585812392825
246,6.941875433214187
247,6.484007511437868
248,6.980209283314561
249,7.511229489473443
250,7.768985306512217
251,7.612062297648896
252,6.105754039458386
253,7.63477030043737
254,6.2905931204211045
255,4.8250213655775145
256,5.0818321106175235
257,0.45303485273713445
258,5.57042809067508
259,0.3361187108556586
260,5.060182546312748
261,5.26163806589009
262,7.680032091791904
263,2.612174738618015
264,2.9589120843615793
265,2.8176562052316885
266,2.8718220737025058
267,3.556803398245856
268,3.34935255330046
269,3.822538989454662
270,4.307408110439779
271,0.2844627612114546
272,5.436791018343134
273,4.339841363066294
274,1.6010715626964647
275,0.9806230483776167
276,0.04813353893316704
277,3.4687811665586774
278,0.07698102622197434
279,3.321702715585365
280,5.567551773436928
281,4.2308003363300415
282,5.7601005967014665
283,6.951217532034367
284,6.616007100108895
285,7.149920342975802
286,7.391325021741003
287,7.744726673542078
288,7.759041333924779
289,5.957389673931502
290,7.717705244950244
291,7.179219166279376
292,0.40899728019249093
293,5.838431860350714
294,4.7669941903614115
295,0.2824458635985065
296,0.3043422438990088
297,0.26152509673586927
298,5.531120659063929
299,3.9011545542980692
300,5.303709416553508
301,7.597836876423657
302,6.3989307210505375
303,7.444758700757452
304,7.490332120035177
305,8.266530881388698
306,4.100972614855256
307,5.0017471178183355
308,6.114157150299131
309,4.174799130863774
310,6.485259212136969
311,6.862436214294732
312,0.09179288740938782
313,5.599274377567046
314,5.029130155027026
315,0.1382262037714779
316,0.14126924612796798
317,0.1885985157875329
318,5.0847194220276615
319,4.431600426471402
320,5.427233078478626
321,7.1177085963403215
322,6.898150797988654
323,7.378754150391931
324,7.716950935619032
325,7.976207598656871
326,8.04779619504197
327,7.18350349991873
328,8.112103401775666
329,7.837355384373749
330,5.315491262386148
331,7.229112185742859
332,6.709282621490569
333,3.8587855986399546
334,5.194930817175496
335,4.84044029428943
336,4.7420581464023455
337,4.471215754869873
338,4.644951310866813
339,6.738944339614711
340,5.783159343347938
341,6.387039549588951
342,7.814054428468757
343,6.968855842616505
344,7.622600923325103
345,7.735655740535464
346,8.733275987225632
347,7.421708651568924
348,9.3472655601379
349,6.56763189242305
350,8.892570264868455
351,8.945478558491857
352,5.297947308136379
353,7.947300518006997
354,7.233717337065937
355,5.922153003031664
356,6.6695939394521515
357,6.560160785777509
358,7.508079040919113
359,7.721615129019109
360,7.864007401043671
361,8.127530783210515
362,8.434891450035817
363,8.434650822877323
364,7.938178548208094
365,8.551498368264955
366,8.332826424143546
367,7.060331288503348
368,8.036473297872123
369,7.6318285589598345
370,6.008854660501745
371,6.96246632649796
372,6.5250636036986505
373,5.63631762096481
374,5.9464419779722695
375,5.697226602436015
376,6.216262984761368
377,5.7280116238453225
378,5.788028531737924
379,7.239881458607544
380,6.201161998345787
381,6.553827811904691
382,8.4079547654562
383,6.981383926627746
384,7.4810558961302105
385,8.080126431529502
386,8.70548372197875
387,10.262226857640048
388,11.0847138833913
389,11.285013006194399
390,9.392474707394124
391,11.08088766896325
392,10.593352002783233
393,8.502402421373915
394,9.669543355493722
395,9.333394420377934
396,8.516256483056075
397,9.140848887433545
398,8.967576372728857
399,8.697143421695054
400,9.15667417037539
401,9.017060493837246
402,8.502806653485864
403,9.060620577987727
404,8.81487355482911
405,7.858925731768285
406,8.601538856041861
407,8.204763167305066
408,6.947189049183251
409,7.748552078834616
410,7.224867901344007
411,6.169017607921268
412,6.68758401192708
413,6.160232670096117
414,5.8820546833980965
415,5.805271298618577
416,5.4370189595340435
417,6.176908564880288
418,5.394032831651212
419,5.301228303739745
420,6.893370728331574
421,5.522198492428195
422,5.85282611118399
423,7.57360145692328
424,6.233672529326566
425,6.942416269585151
426,7.989847108642157
427,7.058983248734644
428,7.756409128284401
429,7.498112573846787
430,7.890654896457842
431,11.7061503048636
432,12.381641205105053
433,11.284312242171328
434,12.260998411617786
435,11.884626007860144
436,10.382341885266204
437,11.285124540282357
438,10.968373004776058
439,9.767722850955336
440,10.469490867277955
441,10.202564451668355
442,9.430398770729722
443,9.977272842929544
444,9.745448803415659
445,9.04991889704934
446,9.60621242977346
447,9.337014546806225
448,8.405078091121622
449,9.094599866166995
450,8.704132867360544
451,7.464184086609035
452,8.287049000949224
453,7.723652689054768
454,6.380339078912659
455,7.1635896971067
456,6.42373967145843
457,5.450901699431754
458,5.849277566508007
459,5.050607774444998
460,4.936283757849293
461,4.626815037983787
462,4.0322413994663915
463,5.0719130261618846
464,3.8555681865343785
465,3.490823261784951
466,5.884031373687776
467,3.660336976099216
468,4.460771526496308
469,6.922122301031155
470,4.866945910271769
471,6.445587156751519
472,7.544726431694047
473,6.750456850717698
474,7.549935207363047
475,7.620526307973809
476,7.927540054361576
477,12.07580308067149
478,12.380495971597693
479,11.36002574611036
480,11.869609045914979
481,11.646565149229875
482,10.670543830319232
483,11.197534537284392
484,10.944526274803508
485,10.107597153327458
486,10.587943257638218
487,10.342233543672473
488,9.575032995616143
489,10.066863714563382
490,9.809039466424458
491,8.898281481838998
492,9.517922968599333
493,9.178728363025941
494,7.927008686042951
495,8.772570218909442
496,8.254105950482794
497,6.619262123781538
498,7.6724441454216254
499,6.877106452820621
500,5.09234978964352
501,6.131720230062635
502,4.977002021781686
503,3.7218292377444753
504,4.17947018878133
505,2.8404235833761082
506,2.7461150416332303
507,2.2427132071398233
508,1.7338787113756151
509,3.0079790138513562
510,1.2838213004919634
511,0.2411136381270108
512,4.843904659154111
513,0.2836376409095038
514,3.894763327618367
515,6.8047290605545765
516,4.924123540757187
517,6.758386078932045
518,7.606265423580471
519,7.285664437194894
520,7.857815096588197
521,8.153900157369717
522,11.596251022383722
523,11.872661204981608
524,11.639053037609278
525,11.063791958502346
526,11.34640671920555
527,11.136504080727043
528,10.500743427060199
529,10.806657871633947
530,10.577398419410084
531,9.949989306698551
532,10.274374853415265
533,10.061597524840248
534,9.316837847899235
535,9.761830948392591
536,9.521903312182397
537,8.430353470485814
538,9.147031209902256
539,8.7835049841974
540,7.113239242993528
541,8.238684635477698
542,7.599192744528015
543,5.199621873053274
544,6.80220566548739
545,5.6663642574672775
546,2.808654110584779
547,4.567151418384096
548,2.5867618974982185
549,1.2012854233028953
550,1.437662657848569
551,0.11127499075741276
552,0.2084225041228659
553,0.08671967506281783
554,1.2308935164617187
555,0.36954289468669754
556,0.39235545264899885
557,0.5392061821698223
558,5.310033998143158
559,3.265062765164055
560,5.119837474601731
561,7.359452976421608
562,6.575162425216874
563,8.107006413091804
564,8.831808697518204
565,11.284377050415475
566,11.157553379349284
567,10.98122301975489
568,11.094637115157225
569,10.868033857752001
570,10.506770001220177
571,10.624065054994892
572,10.39188222825583
573,10.023535552659272
574,10.121570211459613
575,9.936098201839542
576,9.524716063202314
577,9.677348950364983
578,9.552948423726889
579,8.872070044323294
580,9.262839132634973
581,9.1061228401978
582,7.82424562985031
583,8.68845356934753
584,8.349880600732707
585,6.046401083201321
586,7.673480097876195
587,6.947529054132518
588,3.0724590335909103
589,5.833305443125973
590,4.283973250187474
591,0.13603610691602427
592,2.5680115423703325
593,0.21424690505564223
594,0.15256334475475256
595,0.08056189370463855
596,0.27573926697849954
597,1.9005338659600546
598,1.3826228691943434
599,2.5882090791905106
600,4.480470643369605
601,3.484955787859232
602,4.563162317035874
603,7.4319145347774205
604,6.11361930128839
605,7.204862727377217
606,8.506738520250636
607,9.444743813805362
608,10.51617125977613
609,10.534436087121092
610,10.238302216785957
611,10.124505077079013
612,10.117111468095096
613,9.834394724444671
614,9.697977763852345
615,9.607289698811396
616,9.351454239314371
617,9.349702560312272
618,9.13887616575161
619,9.083898532055283
620,9.007244031219468
621,8.908867867796245
622,8.985044547275976
623,8.44607421128234
624,8.758306833282111
625,8.769222755963083
626,7.306648776202196
627,8.349646882902597
628,8.137846444620736
629,5.017469286055751
630,7.339461897839947
631,6.747481599502806
632,0.5061035094143633
633,5.244664473887132
634,4.2348345534229335
635,0.5281312926217558
636,1.4356560305109982
637,1.8843704939106227
638,2.700137668889256
639,3.0478395974506283
640,3.579512104793751
641,4.951059277857332
642,4.686113678346579
643,5.357619866947372
644,7.049156810861435
645,6.362780161458998
646,7.07805463555164
647,8.753104491522729
648,8.090019862850937
649,8.738926844030196
650,9.976421726510567
651,9.39416650511173
652,9.979073058640259
653,10.254489521069617
654,10.797388432478806
655,9.727879186617713
656,9.49070587797222
657,9.267451074473707
658,9.430542128157425
659,9.388448405872575
660,9.069298054466467
661,8.946359646658783
662,8.874285867889505
663,8.348948177106669
664,8.628877908071068
665,8.119482793728174
666,7.9121876802831705
667,8.594733514093045
668,7.813356586536629
669,8.144276860542547
670,8.602205164397198
671,8.151749561026703
672,8.572591834052709
673,8.28662968420469
674,8.48563842199932
675,8.703798573736195
676,7.337890607592448
677,8.357146921449122
678,8.394413339209839
679,5.621935997789707
680,7.64319736477602
681,7.38092142779123
682,4.564129453979177
683,6.314813632599404
684,6.080235770737286
685,4.813742036584626
686,5.8380923386513075
687,5.869601889266566
688,5.963939746113669
689,6.307658025191147
690,6.557810499120915
691,7.32356720794722
692,7.201119046453173
693,7.587234624431696
694,8.645483636245084
695,8.272310847751134
696,8.693598805874487
697,9.76597844708206
698,9.298305911447088
699,9.67530068932622
700,10.62623170085329
701,10.13900220667376
702,10.404895856069743
703,10.82637965193346
704,10.972651192620306
705,8.835258447180436
706,8.406601090722054
707,8.357446242786043
708,8.61145333217462
709,8.546364512596462
710,8.333164446069263
711,7.904358212123553
712,8.174376466104256
713,7.466300396981845
714,7.241853182838965
715,7.070544179091513
716,5.730718843502145
717,7.3045529960791535
718,5.545583201109264
719,6.071736606145686
720,7.994100882518788
721,6.3107718075756285
722,7.485260578762254
723,8.53261319888069
724,7.817331346343703
725,8.567332572186642
726,8.608655132195299
727,8.680256984812381
728,8.96801483786377
729,8.110720457261944
730,8.757276144566267
731,9.273673638423492
732,7.451239405460313
733,8.785894929115473
734,8.45733001671914
735,7.172667436556808
736,8.11717172838397
737,8.01687679980296
738,7.420557295342482
739,8.008735431440451
740,8.045014704815522
741,8.063134583457046
742,8.297624502129391
743,8.442734121285818
744,8.873400227417049
745,8.834795495455143
746,9.053085576857523
747,9.673358452119215
748,9.4775818109997
749,9.699068505840033
750,10.324413901566455
751,10.075897833886287
752,10.264223707280218
753,10.671552603238645
754,10.553994885142789
755,10.657011705817567
756,10.7726079251951
757,10.820854516580848
758,7.861144684728516
759,6.982305764381537
760,7.278459154709214
761,7.8478591519381
762,7.590407935247076
763,7.639651016283837
764,7.083326462315401
765,7.576807383269224
766,7.13619098803243
767,5.274665045422212
768,6.60952183319041
769,5.115414060483869
770,4.6064418618386345
771,4.120374865990732
772,0.12607908732584405
773,6.143604129882224
774,0.14364076612270787
775,5.021566200950583
776,7.930128606941754
777,5.917608413832247
778,7.67249946613304
779,8.94200902267835
780,8.324273732994337
781,9.03973218149314
782,9.380747793566092
783,9.375270504760962
784,9.61456704869558
785,9.299400904749822
786,9.842947097580666
787,9.880759794835397
788,8.872451281592674
789,9.513870515432762
790,9.466472605400694
791,8.790918478673108
792,9.32832203993108
793,9.302548600221826
794,8.984300061270165
795,9.34527002335842
796,9.374731559815418
797,9.375144445987859
798,9.541550494198006
799,9.616556776994818
800,9.841015148554709
801,9.86035428570967
802,9.973144692130676
803,10.278151519269485
804,10.21735889561509
805,10.316457398618798
806,10.592720820870568
807,10.530735220818569
808,10.586977866376193
809,10.740756807467253
810,10.714077349694136
811,10.7409637130632
812,10.781646407420231
813,10.776176204383141
814,10.793096369489998
815,10.790992669440675
816,5.947701790741241
817,4.738278910412529
818,6.595998810483241
819,5.3790609092692545
820,5.876238032657827
821,7.0455360631551445
822,6.360731622049269
823,6.7361413219592325
824,6.759330244007515
825,6.898790312853846
826,6.92429525767651
827,4.952493521930104
828,6.590780223176304
829,6.12883114064018
830,0.130385935670609
831,4.7850608192302655
832,3.7455183317563967
833,0.18635744506745383
834,0.16485097824293096
835,0.21613392025768363
836,6.163888628501572
837,4.594776100554597
838,6.026004874745968
839,8.579178604615052
840,7.676406593439072
841,8.529416710788452
842,9.586253495500365
843,9.261416111322614
844,9.674423125892945
845,9.888621583811126
846,9.999666420130035
847,10.151837868796624
848,9.882900806974636
849,10.198103942449272
850,10.239784812078279
851,9.79978332448392
852,10.160796128524092
853,10.15537063003837
854,9.82059481678274
855,10.137054171984751
856,10.132493915139193
857,9.96010694692068
858,10.191786176680644
859,10.202993584939023
860,10.187998792124027
861,10.317661312804855
862,10.347279558652202
863,10.433888290920766
864,10.497714540147957
865,10.521408783134229
866,10.622385724947982
867,10.656405545033547
868,10.661469521959884
869,10.727438460146727
870,10.747295669728922
871,10.742068174916529
872,10.770237512427546
873,10.78450695968203
874,10.78480918275924
875,10.803616105663162
876,5.051325217660914
877,3.0771482814800613
878,4.0318982915731505
879,5.9532745969783845
880,4.63731358310905
881,5.412345442434779
882,6.410298073462091
883,5.848815234074135
884,6.264459239017044
885,6.011483371359661
886,6.349236468785792
887,6.467997653554965
888,4.478783185523346
889,6.031448141042425
890,5.928956773153076
891,3.7756932482461063
892,4.8028985274590825
893,4.888399155896367
894,5.644328338984675
895,5.23972684494512
896,5.760033185435215
897,8.101892747320242
898,7.443414657134563
899,8.074649723899382
900,9.456830360962668
901,9.033510420979924
902,9.457716219434666
903,10.094015859624434
904,9.953253219476332
905,10.176322659029921
906,10.33465770698496
907,10.394207900031931
908,10.488054115339349
909,10.396930519806174
910,10.555621327172194
911,10.589062426967851
912,10.419968001217418
913,10.60795786165453
914,10.614794149413425
915,10.471763280430519
916,10.649283422800883
917,10.650112131097382
918,10.565693327089917
919,10.71110328923118
920,10.70892785758694
921,10.67431299404552
922,10.792945951415085
923,10.785144843712459
924,10.753739619274269
925,10.863704585678182
926,10.820639138183054
927,10.787675324791131
928,10.874645687149146
929,10.810661202944756
930,10.798789180193584
931,10.826005606005403
932,10.814471563313726
933,10.820021950364545
934,2.548072657026487
935,0.08196600817933719
936,1.025638772841434
937,4.248419333384989
938,2.0825026918696965
939,3.4942191086919347
940,5.4574293505500195
941,4.242732778228445
942,4.914169045090574
943,6.045550401275475
944,5.37949509501771
945,5.840428410785267
946,6.108072011189913
947,6.031352424656057
948,6.438886871846614
949,6.109513615598564
950,6.3558689592140185
951,6.617966310293342
952,6.794742296007695
953,6.721930735016204
954,7.060268477706514
955,8.094718127539272
956,7.723617722049939
957,8.112018427987058
958,9.296768240099613
959,8.917153969780893
960,9.249136025244773
961,10.050909052699236
962,9.795762513901536
963,10.016361558221242
964,10.448194620359226
965,10.332566817986478
966,10.449452587424142
967,10.636821011590365
968,10.611432953545014
969,10.672334855143303
970,10.732055595410158
971,10.759413170220908
972,10.791014704604429
973,10.799209190646492
974,10.853106210354554
975,10.87117187314094
976,10.86329934123029
977,10.934578313522623
978,10.940701397873397
979,10.922247119806675
980,11.005754543155545
981,10.995435248805832
982,10.958629138439319
983,11.057116380351639
984,11.018225186058189
985,10.942307837510862
986,11.08672367768355
987,10.850574193938055
988,10.843661207905843
989,2.83630429169879
990,8.758921115419401
991,6.955114694973246
992,0.07304154793108739
993,4.074482796222794
994,0.801364485242505
995,1.6516340834888377
996,0.07151196955079261
997,1.0766023762812755
998,3.6412126768751722
999,2.394926344353941
1000,2.9107615080402405
1001,4.901636908595652
1002,3.476663671363009
1003,3.74367013910439
1004,6.006018253613081
1005,4.569365155834316
1006,5.671525407645103
1007,6.804310228551612
1008,6.255817430303713
1009,6.717645364472219
1010,7.493227972799115
1011,7.075972911977933
1012,7.509355880603088
1013,8.326556676793157
1014,7.9396129426985
1015,8.300773971844498
1016,9.191051395723463
1017,8.831318802275108
1018,9.089772843141414
1019,9.87521950415587
1020,9.564237266623984
1021,9.737525855843813
1022,10.318675912376738
1023,10.078324782277738
1024,10.185099331222535
1025,10.583836146340476
1026,10.398269305957779
1027,10.472330825951547
1028,10.753015697300597
1029,10.612831140835414
1030,10.658909177076579
1031,10.879898541581689
1032,10.765266706845956
1033,10.813649591368488
1034,10.987218156435556
1035,10.912017031451459
1036,10.951833046756335
1037,11.066547966783965
1038,11.044160128028238
1039,11.070299374731958
1040,11.107220782383793
1041,11.140661057453325
1042,11.12883013432861
1043,11.207415080429557
1044,9.271232083192555
1045,10.48431349921869
1046,11.493244794521825
1047,3.6690702534699633
1048,9.923273485047394
1049,7.245740995579761
1050,0.06266154208920667
1051,2.667883199422675
1052,0.04870157072566159
1053,1.5180191819921751
1054,0.5219016758625835
1055,1.8939696011278422
1056,2.6738688488673645
1057,3.023858644322876
1058,0.2999140478648887
1059,4.361937374541333
1060,0.4238718462926667
1061,3.662603947441833
1062,6.334542306409191
1063,5.2542832887080895
1064,5.32988186784029
1065,7.390143896665848
1066,6.148170855137977
1067,6.92637592254337
1068,8.25725224389651
1069,7.439051973157257
1070,8.049190198957485
1071,8.996384011182585
1072,8.508951057960982
1073,8.79887872847804
1074,9.563145526140373
1075,9.196148393029004
1076,9.313774211341139
1077,9.972068699657214
1078,9.627533713759975
1079,9.698390004978537
1080,10.26165048691908
1081,9.925840561980955
1082,9.991482945029878
1083,10.475942704409366
1084,10.167739512533656
1085,10.228144415391016
1086,10.66240948274846
1087,10.364856613974878
1088,10.421082481375857
1089,10.854166314845926
1090,10.565111997560999
1091,10.636250697408462
1092,11.035106983564857
1093,10.79185730311303
1094,10.904069592250103
1095,11.145962916843562
1096,11.059565098091412
1097,11.102469065128473
1098,11.19957464518465
1099,8.106302574871107
1100,5.127606966979688
1101,9.628029059275969
1102,6.6968855222938055
1103,8.344782321847951
1104,6.823621304179587
1105,9.807826180468089
1106,10.192468076734869
1107,0.08890499772697243
1108,7.102751912747691
1109,2.360748851357637
1110,0.339321359543963
1111,0.04849862050598298
1112,0.22739138955909402
1113,0.20740984462635512
1114,1.2444906913133935
1115,3.1837201696931747
1116,0.3167386315403227
1117,0.25761002939835387
1118,0.6300584442027921
1119,4.620113639100617
1120,4.481193903802024
1121,0.40821832129455493
1122,6.170143499422586
1123,2.2834114021016987
1124,4.617843016786966
1125,7.514669365641097
1126,5.39904531271484
1127,7.0158946643944775
1128,8.480682220341409
1129,7.647697961926774
1130,8.181647606125262
1131,9.035386273486901
1132,8.610268127711084
1133,8.656525571804096
1134,9.380331106390077
1135,8.944854825542532
1136,8.924969912823784
1137,9.649578915104932
1138,9.147901849412168
1139,9.192337770606338
1140,9.888196062732781
1141,9.38259355267956
1142,9.45948538423655
1143,10.104637132517443
1144,9.625452873251806
1145,9.691730443819901
1146,10.337360572705812
1147,9.848210743440076
1148,9.898137510633667
1149,10.664655173521055
1150,10.088867912022463
1151,10.172526129844316
1152,11.013981729010485
1153,10.509966809406782
1154,5.811367927544124
1155,2.5431103653330007
1156,1.936098118552597
1157,8.005727351286604
1158,3.0545798649024154
1159,3.6266542004187925
1160,3.041974387400138
1161,3.388687875023275
1162,2.198900786693854
1163,0.04327620175215006
1164,0.24621310306023073
1165,0.03834039960909549
1166,1.0439781082260626
1167,0.2538509169030947
1168,1.0870324003542318
1169,2.5055277749124456
1170,1.924003369256234
1171,3.35516769572803
1172,0.39305745873277625
1173,3.4912213425364236
1174,3.828939811326545
1175,2.246917709443776
1176,1.1983036959703643
1177,0.06238676836290174
1178,5.304264055452851
1179,0.23918637627706826
1180,4.556772126474801
1181,7.4421945847584325
1182,6.0419517174229815
1183,7.142405048472118
1184,8.221424901827188
1185,7.847757674601235
1186,7.7669556354912945
1187,8.469888983834478
1188,8.062568214122729
1189,7.731144789615917
1190,8.671610962189716
1191,7.929257141494677
1192,7.941718448642381
1193,8.934764501524494
1194,8.160344464841915
1195,8.311589096465086
1196,9.18590151856941
1197,8.515916927188607
1198,8.593779354232627
1199,9.39734400396259
1200,8.766368551605341
1201,8.838527790376716
1202,9.564714419433292
1203,8.980746340694358
1204,8.9460937706145
1205,9.019845112769493
1206,8.963054263970465
1207,0.37975141359917036
1208,0.007670851498256096
1209,0.560449844559614
1210,0.011545758870598036
1211,0.016355289917677002
1212,0.3319133500762911
1213,0.018096449502240132
1214,0.02319358748562839
1215,0.034527824933459475
1216,0.01857711823030204
1217,0.025493897682654768
1218,0.4816270486890495
1219,0.08862515677990714
1220,0.28365929003676627
1221,2.325931341340738
1222,0.8453604474318274
1223,2.2043843537805006
1224,3.0570892179913547
1225,2.9361675735904993
1226,4.255062220969227
1227,0.36750691326571217
1228,3.426189052889306
1229,4.6854334158166795
1230,0.24343209872657884
1231,0.2600921090043694
1232,0.22880624446870812
1233,5.786384529706797
1234,5.370949102134775
1235,5.684231379591078
1236,7.210294932878441
1237,7.2194842350778865
1238,7.020372558371374
1239,7.187143586721031
1240,7.362640661730398
1241,6.057770766516899
1242,7.159424012097978
1243,6.136601978994228
1244,5.7541177267279044
1245,7.506860167437495
1246,6.025889431467369
1247,6.703983391368155
1248,7.875992682190301
1249,7.0230325623123315
1250,7.031153278296554
1251,8.134460103292705
1252,7.248557327850413
1253,7.394102244995899
1254,8.235878663718031
1255,7.557773868911051
1256,7.699671429246979
1257,7.9588426920713635
1258,7.7132194744263
1259,7.445673060581108
1260,6.984675863153783
1261,6.320829845649207
1262,0.0367772886121959
1263,0.03680699005931854
1264,0.15024032579472993
1265,0.04886337050637976
1266,0.09432448156982992
1267,0.2193724074367026
1268,0.07401263745573917
1269,0.14241344721799842
1270,0.17483284140692837
1271,0.20501071108733104
1272,0.14598298828111703
1273,0.16032394528179805
1274,1.258059790732553
1275,0.1887091103615072
1276,0.7203282008829422
1277,3.190277542907775
1278,1.3737348318723512
1279,2.92495922106072
1280,4.491042910432886
1281,3.404723801931985
1282,4.583903732123379
1283,5.52642457718214
1284,4.647470088056642
1285,5.5447096011089
1286,5.714109182481742
1287,5.223257546556152
1288,5.373478101143753
1289,6.589512083002041
1290,6.6620207335635095
1291,6.637046128321759
1292,5.7137974653950545
1293,6.968057736234221
1294,5.959312453278304
1295,4.637849857911797
1296,5.438810380225356
1297,0.5987306075420339
1298,5.234911758069137
1299,0.7680140817072787
1300,4.715078126836629
1301,6.102183017900425
1302,5.554565788332768
1303,5.039101221076974
1304,6.4182053582213445
1305,5.30572662604513
1306,5.041125191281684
1307,6.786098529648482
1308,5.3075845401890955
1309,6.206781808017599
1310,6.693831302654357
1311,6.4025259251577324
1312,6.398087841562294
1313,5.792646250302977
1314,6.147991203247965
1315,5.523023744946247
1316,4.356735437896459
1317,4.750082305995156
1318,3.879705258165076
1319,2.963954958461061
1320,2.2534711437068946
1321,0.10072055981345666
1322,0.06781356906712249
1323,1.6289085813108592
1324,0.06550392970242817
1325,0.04581197764901536
1326,0.493769687236586
1327,0.1364584331263582
1328,2.619427405538763
1329,0.6061960782945295
1330,1.571236339208266
1331,1.5775312789840759
1332,0.44553125780924124
